,Date,PPPB,PPPB_T,PPPB_0,COSTO,COSTO_T,AHORRO,ENER,ENER_H,ENER_T,DISPO,DISPO_H,DISPO_T,DISPA,DISPA_H,DISPA_T,FORMA_01,FORMA_02,FORMA_03,AHORRO100
0,2018-01-02,146.3626921668602,142.82580205813014,94.59294781273091,20797406.74345,20294832.343450002,0.02416524359020289,142095.0,125775.0,16320.0,0.9274327821765008,0.9186356921567924,0.9526884515345326,355534770.0,245756360.0,108856850.0,0.6706473881114025,0.6400553353735697,0.6845839325444546,2.416524359020289
1,2018-01-03,149.23141556684902,145.69678131415085,95.08020268505396,23271296.17491,22720101.77491,0.023685590860825223,155941.0,139621.0,16320.0,0.9292381043893733,0.9209308792135336,0.9532748191012298,356266990.0,246410160.0,108923850.0,0.6527864096415261,0.6313765931425034,0.6728438293772755,2.3685590860825223
2,2018-01-04,151.9699578119409,148.29109141311753,99.57790417536309,23867945.664070003,23290153.94407,0.02420785299799766,157057.0,141481.0,15576.0,0.9262067177015901,0.9204508618317963,0.9455032609038112,355507110.0,246241960.0,108035850.0,0.657711066719617,0.648124455927007,0.652509293739094,2.420785299799766
3,2018-01-05,141.443000687219,138.81123691072577,94.85534642903018,22022675.207000002,21612909.587,0.018606532410274657,155700.0,140124.0,15576.0,0.925728330426848,0.918886810564467,0.9466059819993908,355323490.0,245823540.0,108161850.0,0.670586185620639,0.6651946619071509,0.6671366016956112,1.8606532410274657
4,2018-01-06,139.41649490728167,136.76252438589685,95.6738090409402,20118915.547080003,19735926.369080003,0.019036273456378594,144308.0,128732.0,15576.0,0.9062187948830017,0.8908644184878172,0.9467611506106974,347835120.0,238326900.0,108179580.0,0.6988488211272988,0.6827576586046215,0.6804966732801466,1.9036273456378594
5,2018-01-07,133.88587645919293,131.5293424358347,101.23990283244359,17229907.327409998,16926642.607410002,0.01760106506884962,128691.0,113115.0,15576.0,0.9064841702352974,0.8918297179459576,0.9453118067709807,348152360.0,238585140.0,108238580.0,0.7292039093001085,0.752723850527179,0.6986564415175751,1.760106506884962
6,2018-01-08,135.73955780027404,133.30133721875475,96.51112354848532,17833463.103800002,17513129.6838,0.017962490971915934,131380.0,115804.0,15576.0,0.9081960698982116,0.8937639053360605,0.9465686120067074,348594060.0,239102580.0,108157580.0,0.7259747897309882,0.709018035110358,0.7052382550963036,1.7962490971915934
7,2018-01-09,140.35866286872468,137.88140335827876,89.74400669992724,21606251.12736,21224911.70736,0.017649494942559185,153936.0,138360.0,15576.0,0.9270686589170116,0.9196065986052798,0.9493977917572474,355837950.0,246016100.0,108480850.0,0.7091771472562863,0.6356890439106794,0.686697312887551,1.7649494942559185
8,2018-01-10,135.52805030498334,133.45479029752005,105.27239842366245,21427933.44957,21100136.529570002,0.01529764504689446,158107.0,142531.0,15576.0,0.9189548855945248,0.9063198257197881,0.953266067346503,352723630.0,242461580.0,108922850.0,0.7253567848524413,0.7722075463516941,0.7060495158016101,1.529764504689446
9,2018-01-11,135.66482753400115,133.61090294730843,105.74084592687954,21655769.42477,21327907.60477,0.015139698505701071,159627.0,144051.0,15576.0,0.9095153968036636,0.8928774315459639,0.9530385217236056,349139750.0,238904000.0,108896850.0,0.7050831007455503,0.7763739666263326,0.6726424598901398,1.5139698505701071
10,2018-01-12,134.92017176868694,132.9286074370597,90.56442739538281,21430855.00391,21114512.93391,0.014761056894010416,158841.0,143265.0,15576.0,0.9011098888365802,0.8808170233631727,0.9530385217236056,345913090.0,235677040.0,108896850.0,0.6739844742696451,0.6657677172285518,0.6657363730638074,1.4761056894010416
11,2018-01-13,132.70095435257153,130.81768449975195,90.35913505705308,20061066.77425,19776363.45425,0.01419183352529585,151175.0,135599.0,15576.0,0.9199443526436037,0.907692296192646,0.953500001750351,353143160.0,242867960.0,108949580.0,0.7031083366331919,0.6754325611387474,0.677125454639607,1.419183352529585
12,2018-01-14,129.2091160265645,127.5054296751764,101.3688511014927,17597893.975470003,17365857.00547,0.013185496532905794,136197.0,120621.0,15576.0,0.9205797165781898,0.9087735978807503,0.9530799175234634,353387060.0,243157280.0,108901580.0,0.7385640202900886,0.7812775778576091,0.6942467688298878,1.3185496532905794
13,2018-01-15,124.41821907326417,121.41610901944723,75.76032363195242,19743429.511859998,19267036.675860003,0.024129183621002692,158686.0,146802.0,11884.0,0.9169077610994094,0.9034117886251787,0.9532398120823226,351977490.0,241722640.0,108919850.0,0.7098955121469454,0.6575925755942836,0.7375198933833529,2.412918362100269
14,2018-01-16,132.1151236442743,130.5018279267347,91.07309060832554,21635304.76311,21371109.843110003,0.01221128719436737,163761.0,148185.0,15576.0,0.8961285209686249,0.873605654521644,0.9531435427803274,344000870.0,233747520.0,108908850.0,0.6592825789589766,0.6852470920317271,0.6674108153787724,1.221128719436737
15,2018-01-17,128.63873119703774,127.09585624256404,83.35946943911617,21191944.5774,20937771.3574,0.011993860170390391,164740.0,149447.0,15293.0,0.902790333965415,0.8834013538321702,0.9526096857419912,346558170.0,236368520.0,108847850.0,0.6820152238295232,0.6441488859911767,0.6851069068906108,1.1993860170390391
16,2018-01-18,124.95317515338611,124.04857487736375,87.85976271785186,20642764.34804,20493320.76404,0.0072395141212852065,165204.0,152916.0,12288.0,0.9046972072746279,0.8862641946073947,0.9523383813454598,347290170.0,237134520.0,108816850.0,0.644819986323034,0.7020810605240232,0.686398978268306,0.7239514121285207
17,2018-01-19,127.04592421799198,125.52428151236788,87.46263235072769,20662622.068889998,20415143.62089,0.011977107608845405,162639.0,152859.0,9780.0,0.895139004812198,0.8724125301233637,0.9525396717041766,343621020.0,233428280.0,108839850.0,0.6291020549399303,0.685612263775161,0.6833368556483225,1.1977107608845405
18,2018-01-20,120.36400830699773,117.82928277022417,78.28551776943671,18342511.95392,17956240.05992,0.021058832888886103,152392.0,146479.0,5913.0,0.8955292625860412,0.873105741229093,0.952362273635864,343770830.0,233613760.0,108819580.0,0.6580324628963896,0.6562802758399411,0.7217111038414329,2.1058832888886103
19,2018-01-21,103.20900659492119,98.53549364675814,68.95779948340301,13973054.56686,13340326.342859998,0.04528202627224032,135386.0,133636.0,1750.0,0.9026898844643176,0.8834909016976721,0.9520822174846056,346519610.0,236392480.0,108787580.0,0.6965801437225209,0.683308018294886,0.8030434665638962,4.528202627224031
20,2018-01-22,119.37834635200709,118.75195798553496,84.13126689887392,19410799.73849,19308949.61649,0.005247085301593235,162599.0,155301.0,7298.0,0.8820842166949988,0.861791615090684,0.9335921227206054,338609620.0,230586480.0,106674850.0,0.6564864628701539,0.7027891415695514,0.7179227821702937,0.5247085301593235
21,2018-01-23,119.74537963593741,119.16815971535188,82.02927821508874,20024301.36424,19927776.34024,0.004820394092368785,167224.0,158848.0,8376.0,0.8575076676105169,0.8312279867726291,0.9224861459722674,329175310.0,222408680.0,105405850.0,0.6578839468497472,0.6840554234855448,0.7143463053167919,0.4820394092368785
